croptype,predictions,tauPercents,year,state
Maize,-0.05466882210983814,-5.32013451817418,2019,MI
Maize,-0.06740404214605099,-6.518258061429361,2019,MI
Maize,-0.06312837131533487,-6.117705198342427,2019,MI
Maize,-0.06263552187531014,-6.07142395801632,2019,MI
Maize,-0.05108407095723944,-4.980121694689343,2019,MI
Maize,-0.06236179812375649,-6.045709956698109,2019,MI
Maize,-0.05511936096189301,-5.362781868215604,2019,MI
Maize,-0.08268122185359367,-7.935541817933734,2019,MI
Maize,-0.0664989750025013,-6.433612509102938,2019,MI
Maize,-0.0624763620651041,-6.056473113925353,2019,MI
Maize,-0.0773603832204705,-7.444376144250464,2019,MI
Maize,-0.05818972069695731,-5.652906550714576,2019,MI
Maize,-0.06432347735743585,-6.229837477777512,2019,MI
Maize,-0.0668011905702744,-6.461885455545502,2019,MI
Maize,-0.060286499065055565,-5.850524242699285,2019,MI
Maize,-0.06877016756174104,-6.6458786522800795,2019,MI
Maize,-0.06883371246143768,-6.651810642081546,2019,MI
Maize,-0.062313329058206496,-6.0411559696924355,2019,MI
Maize,-0.058649209581984545,-5.696248033261842,2019,MI
Maize,-0.06307836579355369,-6.113010447824108,2019,MI
Maize,-0.07528065721070219,-7.251685503551775,2019,MI
Maize,-0.03114457381447932,-3.0664577574316954,2019,IL
Maize,-0.05186631601676085,-5.054421460948744,2019,MI
Maize,-0.06587490328319233,-6.375202148560632,2019,MI
Maize,-0.05711553093242507,-5.551505416338076,2019,MI
Maize,-0.05673539784602461,-5.51559559376269,2019,MI
Maize,-0.046365421783560484,-4.5306967189403196,2019,MI
Maize,-0.0573947424436398,-5.577872842027054,2019,MI
Maize,-0.05331384492310155,-5.191758506760758,2019,MI
Maize,-0.04249615715927429,-4.1605851530064575,2019,IL
Maize,-0.03747737843052786,-3.678379306329038,2019,IL
Maize,-0.07286538959443387,-7.027402760691947,2019,IL
Maize,-0.07847263102817893,-7.547263705136286,2019,IL
Maize,-0.03840313321825454,-3.7675082457111597,2019,IL
Maize,-0.08604653529571607,-8.244846830522102,2019,IL
Maize,-0.05617584126588657,-5.462711429095446,2019,IL
Maize,-0.059205235298216446,-5.74866876950324,2019,IL
Maize,-0.05361948149370388,-5.220730944811747,2019,IL
Maize,-0.0427308716268133,-4.183077410499136,2019,IL
Maize,-0.046290649767637984,-4.523558019791141,2019,IL
Maize,-0.04906934515866841,-4.788489716366707,2019,IL
Maize,-0.05915335385343792,-5.743778747417094,2019,IL
Maize,-0.050560414965015565,-4.930350935793648,2019,IL
Maize,-0.06137510395328038,-5.952960056052858,2019,IL
Maize,-0.05440985318796947,-5.295612200365629,2019,IL
Maize,-0.0761377535605813,-7.331145687982721,2019,MI
Maize,-0.05047416400101494,-4.92215073328206,2019,MI
Maize,-0.05996023582655181,-5.81980171829265,2019,MI
Maize,-0.07055241552325653,-6.81211066741435,2019,MI
Maize,-0.057790561128795305,-5.615239488552004,2019,MI
Maize,-0.04595209948822402,-4.4912289714859055,2019,IL
Maize,-0.0534361955680751,-5.203357646660667,2019,IL
Maize,-0.03767420717093101,-3.6973363039015883,2019,IL
Maize,-0.062398461456840096,-6.0491545709826955,2019,MI
Maize,-0.04757537945544085,-4.646140679637211,2019,MI
Maize,-0.04443270115576132,-4.34600280378985,2019,MI
Maize,-0.08067288479449661,-7.7504595631748945,2019,MI
Maize,-0.06445561620308965,-6.242227340200879,2019,MI
Maize,-0.0661406775202452,-6.400081901433707,2019,MI
Maize,-0.012028729318900118,-1.1956673357644165,2019,IL
Maize,-0.04806195287714876,-4.692526047381063,2019,MI
Maize,-0.055346085684392254,-5.3842360330479515,2019,MI
Maize,-0.06513274627319061,-6.3056920580152,2019,MI
Maize,-0.05579922724387635,-5.427100655279348,2019,MI
Maize,-0.06611460601559116,-6.397641578922075,2019,MI
Maize,-0.038613183987045975,-3.787719831782954,2019,MI
Maize,-0.057605538476454325,-5.59777455416719,2019,MI
Maize,-0.061356159294061643,-5.951178350053743,2019,MI
Maize,-0.06271433674746676,-6.078826635004564,2019,MI
Maize,-0.05661772700392283,-5.504476880169351,2019,IL
Maize,-0.058327156862945734,-5.665872362504254,2019,IL
Maize,-0.055955284444745165,-5.441858285681944,2019,MI
Maize,-0.05929438746434277,-5.757071105293954,2019,MI
Maize,-0.03792746900607653,-3.721723004997979,2019,MI
Maize,-0.037758494951628606,-3.705453099621636,2019,MI
Maize,-0.06096790339731807,-5.914656250964978,2019,IL
Maize,-0.07170482485901508,-6.919439405862626,2019,IL
Maize,-0.05795992294696272,-5.6312233096368125,2019,IL
Maize,-0.06613050663384933,-6.399129902458734,2019,IL
Maize,-0.06341853665493372,-6.14494263442481,2019,IL
Maize,-0.06332020484477831,-6.13571324297787,2019,IL
Maize,-0.057000083737020896,-5.540600973096666,2019,IL
Maize,-0.051611728329315265,-5.0302464084705285,2019,IL
Maize,-0.06231390808063504,-6.041210373954742,2019,IL
Maize,-0.06489040283210153,-6.282983105446371,2019,IL
Maize,-0.07713219560286516,-7.423253687096921,2019,IA
Maize,-0.09799539470723392,-9.334692085282681,2019,IA
Maize,-0.08336767884303278,-7.998718422240092,2019,IA
Maize,-0.06729200391485754,-6.507783945673939,2019,IA
Maize,-0.004406497302682088,-0.43968029380673235,2019,IA
Maize,-0.02061677143150843,-2.040569883324883,2019,IA
Maize,-0.01646042408865278,-1.632569157243391,2019,IA
Maize,-0.01642238092216747,-1.628826877511469,2019,IA
Maize,-0.04209582924586536,-4.122210279284366,2019,IA
Maize,-0.055837679643542235,-5.430737140286279,2019,IA
Maize,-0.0637160039977187,-6.172857296890211,2019,IA
Maize,-0.0735991850040304,-7.095600601073182,2019,IA
Maize,-0.08228603791972543,-7.899152233363893,2019,IA
Maize,-0.11327704500180888,-10.709674853698415,2019,IA
Maize,-0.09612516911731302,-9.1649688454,2019,IA
Maize,-0.1134761548302395,-10.727451665191134,2019,IA
Maize,-0.081359688744622,-7.813795159885539,2019,IA
Maize,-0.10554198558112443,-10.016330811276486,2019,IA
Maize,-0.13671532030104785,-12.778150630972984,2019,IA
Maize,-0.08818274416553716,-8.440645794374003,2019,IA
Maize,-0.09707709745928401,-9.251396143176272,2019,IA
Maize,-0.10554238829036644,-10.0163670485244,2019,IA
Maize,-0.12994750483138087,-12.185847210180512,2019,IA
Maize,-0.08396681870711128,-8.05382354809241,2019,IA
Maize,-0.09288081154870514,-8.869788948931612,2019,IA
Maize,-0.08629414137963767,-8.267563152212231,2019,IA
Maize,-0.09308081423984436,-8.888013413854146,2019,IA
Maize,-0.09604808963562064,-9.157967058435501,2019,IA
Maize,-0.0818978900260104,-7.863396544495149,2019,IA
Maize,-0.09502886843396918,-9.065331732535476,2019,IA
Maize,-0.11611365243617361,-10.962597563014608,2019,IA
Maize,-0.13277787464090732,-12.434042329409023,2019,IA
Maize,-0.11932540248853296,-11.248104710730033,2019,IA
Maize,-0.11526117203265278,-10.88666256030445,2019,IA
Maize,-0.09895798122063423,-9.421923297385003,2019,IA
Maize,-0.08874091134816126,-8.491736961121077,2019,IA
Maize,-0.060548032765912606,-5.875144283902268,2019,IA
Maize,-0.1265996487192729,-11.891365395711706,2019,IA
Maize,-0.10174760678986464,-9.674250103876602,2019,IA
Maize,-0.11451530567895211,-10.820171126463073,2019,IA
Maize,-0.12344410002091386,-11.612895176374815,2019,IA
Maize,-0.05515301627260426,-5.3659668596004355,2019,MO
Maize,-0.05896038054848605,-5.725588057787412,2019,MO
Maize,-0.023967772410017997,-2.368282639953212,2019,MO
Maize,-0.07566230734069364,-7.287076155982708,2019,IN
Maize,-0.03395310459653327,-3.3383166538955455,2019,IN
Maize,-0.05482383759459492,-5.334810225908182,2019,IN
Maize,-0.043383500749730124,-4.245589923687188,2019,IN
Maize,-0.03892734959021565,-3.8179416732342375,2019,IN
Maize,-0.032390545569491086,-3.187159002392992,2019,IN
Maize,-0.030267102786630317,-2.981364054317359,2019,IN
Maize,-0.037468873207656815,-3.6775600659938346,2019,IN
Maize,-0.024250267469562728,-2.3958592224547437,2019,IN
Maize,-0.019689758228558403,-1.9497180943554682,2019,IN
Maize,-0.029929214483259303,-2.948577053162149,2019,IN
Maize,-0.026423441297637372,-2.6077396767881567,2019,IN
Maize,-0.03894723583673499,-3.8198543543387697,2019,IN
Maize,-0.03366710677525382,-3.310667669471168,2019,IN
Maize,-0.09741578909398765,-9.28212673177321,2019,IA
Maize,-0.07490905507183183,-7.2172136269934235,2019,IA
Maize,-0.08952252889794732,-8.563233480355692,2019,IA
Maize,-0.08218347514313676,-7.889705630264132,2019,IA
Maize,-0.08520669005496481,-8.167754333466304,2019,IA
Maize,-0.062429068721855704,-6.05203010540083,2019,IA
Maize,-0.09953863221826084,-9.474502281488418,2019,IA
Maize,-0.07492672628247954,-7.218853196669272,2019,IA
Maize,-0.03979514679635867,-3.901371989197988,2019,IA
Maize,-0.09019596618215549,-8.624789678631561,2019,IA
Maize,-0.06698183218673906,-6.4787808057102385,2019,IA
Maize,-0.05160890923683552,-5.029978679574998,2019,IN
Maize,-0.02475641961529972,-2.4452492672491055,2019,IN
Maize,-0.07820372598324792,-7.522399355004151,2019,IN
Maize,-0.02485755828143606,-2.4551153256850755,2019,IN
Maize,-0.0319473836739958,-3.1442457322074513,2019,IN
Maize,-0.03268578819747142,-3.215738060905604,2019,IN
Maize,-0.020407279174806614,-2.0200459915213687,2019,IN
Maize,-0.0676334624115169,-6.539702207526221,2019,IA
Maize,-0.07855907012799242,-7.555254891056473,2019,IA
Maize,-0.07420568692283765,-7.151930213838442,2019,IA
Maize,-0.07074840751219466,-6.830372957499852,2019,IA
Maize,-0.06123112754850497,-5.939418526554984,2019,IN
Maize,-0.04598850556016846,-4.494706007382298,2019,IN
Maize,-0.05336439818705065,-5.196551251672044,2019,IN
Maize,-0.07342134450358014,-7.079076966947917,2019,IN
Maize,-0.06788061499205418,-6.562798307055551,2019,IN
Maize,-0.0396137963851201,-3.883942883148761,2019,IA
Maize,-0.03824154672805689,-3.75195711873344,2019,IA
Maize,-0.036833509343394175,-3.6163408221539406,2019,IA
Maize,-0.0441698791210552,-4.320859521659415,2019,IA
Maize,-0.018431726503425408,-1.8262901071766646,2019,OH
Maize,-0.04237287911575433,-4.148769529163488,2019,OH
Maize,-0.025625436050126602,-2.5299891234345617,2019,OH
Maize,-0.032952170889859377,-3.241516279593637,2019,OH
Maize,-0.05229182436326387,-5.094813003002107,2019,IA
Maize,-0.025577631841720544,-2.5253295353482086,2019,OH
Maize,-0.02655754333010965,-2.620799301163912,2019,OH
Maize,-0.05994194394145905,-5.818078969171559,2019,OH
Maize,-0.06304126561268984,-6.109527158916039,2019,IA
Maize,-0.07065975523312697,-6.8221128915912255,2019,IA
Maize,-0.06266080008876078,-6.07379827460125,2019,IA
Maize,-0.04196883979053908,-4.110034037879073,2019,MO
Maize,-0.07914242893635942,-7.609167620641266,2019,OH
Maize,-0.087755391580654,-8.401509305739829,2019,OH
Maize,-0.056106872116618106,-5.456191047878578,2019,OH
Maize,-0.059819526042567774,-5.806548710544801,2019,OH
Maize,-0.08424581295443562,-8.079472424275135,2019,IN
Maize,-0.05795691920065396,-5.630939849346439,2019,IN
Maize,-0.06811460419732067,-6.584659045933805,2019,IN
Maize,-0.03715196613841145,-3.647029966505122,2019,IN
Maize,-0.05415757127644929,-5.2717169823432775,2019,IN
Maize,-0.05123636667235628,-4.994591713117302,2019,IN
Maize,-0.06813859101923861,-6.586899756207809,2019,IN
Maize,-0.05688564189406275,-5.529790246799382,2019,IA
Maize,-0.06533579322103042,-6.324714469986081,2019,OH
Maize,-0.04297977998178223,-4.206924075138918,2019,OH
Maize,-0.07504265745769798,-7.229608800589348,2019,IN
Maize,-0.041543075506221445,-4.069198822676756,2019,IN
Maize,-0.07158992808818483,-6.908744135609046,2019,IN
Maize,-0.07183294247743925,-6.931363901722221,2019,IN
Maize,-0.06642736421676423,-6.426911906661292,2019,IN
Maize,-0.05288465537467264,-5.151059067144626,2019,IN
Maize,-0.06851867312117688,-6.622397657211277,2019,IN
Maize,-0.04683475454019375,-4.575493077201632,2019,IN
Maize,-0.03919317742394186,-3.8435061434181628,2019,IN
Maize,-0.07133483779094461,-6.884994430449243,2019,IN
Maize,-0.04412043790966279,-4.31612891210662,2019,IN
Maize,-0.04740143926216856,-4.629553368359529,2019,IN
Maize,-0.053662987213755405,-5.224854295462633,2019,IN
Maize,-0.07505078914688734,-7.23036317750938,2019,IN
Maize,-0.04162773493766335,-4.077319925993351,2019,IN
Maize,-0.04703831966978413,-4.594916202316912,2019,IN
Maize,-0.04936648769191731,-4.81677690285558,2019,IN
Maize,-0.03522543231132686,-3.4612237869191986,2019,IN
Maize,-0.03948788980560253,-3.871840477290178,2019,IN
Maize,-0.060536418506039004,-5.874051087019083,2019,IN
Maize,-0.053194708201658475,-5.180462690843591,2019,IN
Maize,-0.036579527688247473,-3.591858031908668,2019,IN
Maize,-0.05197392365518362,-5.064637780747139,2019,IN
Maize,-0.06908866515329204,-6.675606980638893,2019,IA
Maize,-0.04793705171595871,-4.680621289770748,2019,OH
Maize,-0.05137063021980749,-5.0073466199822665,2019,IA
Maize,-0.03328784263174709,-3.273989917820208,2019,IA
Maize,-0.037856509094025236,-3.714890864528786,2019,IA
Maize,-0.05977343169827834,-5.8022068251038394,2019,IA
Maize,-0.043767396082736804,-4.282342539800021,2019,IA
Maize,-0.02098236367276816,-2.076376545216063,2019,IA
Maize,-0.03856261573518896,-3.7828544219510762,2019,IA
Maize,-0.044311694059942563,-4.334427291040221,2019,IA
Maize,-0.05269594620507545,-5.133158513317815,2019,IA
Maize,-0.0117780984957992,-1.1709008210464944,2019,IA
Maize,-0.05037252418080144,-4.912486546651529,2019,OH
Maize,-0.0387019202483913,-3.796256971038081,2019,OH
Maize,-0.046154477272726445,-4.510555869233867,2019,OH
Maize,-0.03854551678148798,-3.7812091953678073,2019,OH
Maize,-0.03284293974866494,-3.230946662741463,2019,OH
Maize,-0.04697444749231661,-4.588822277259219,2019,OH
Maize,-0.026647059482929194,-2.6295159224300924,2019,OH
Maize,-0.01939127282890219,-1.9204471485168018,2019,OH
Maize,-0.024237710999444967,-2.3946336512832955,2019,OH
Maize,-0.014484847676131238,-1.438044695408358,2019,OH
Maize,-0.017439136075544915,-1.728795444337583,2019,OH
Maize,-0.021402515162579985,-2.1175106596135307,2019,OH
